path,size_bytes,size_mb,deep_terms,result_terms,snippets,priority_score
docs/roca/emg_nonlinear_probe_subset_metrics_current.csv,6324,0.006,,"accuracy,acc,rmse,mae,f1,ccc,pearson,valence,arousal","L1: target,subset,model,n,mae,rmse,pearson,spearman,ccc,balanced_accuracy,macro_f1,auroc,dev_rmse,dev_mae,dev_pearson,dev_spearman,dev_sign_acc,pred_dev_std,lift_vs_stimulus_mae,lift_vs_stimulus_rmse,lift_vs_stimulus_pear... || L2: arousal,top25_train_entropy,stimulus_only,504,1.7458397337429596,2.076382289254385,0.3926516352461903,0.26743437365520734,0.24723293986461373,0.6474393082806784,0.6510972657645144,0.623212504156967,2.076382289254385,1... || L3: arousal,top25_train_entropy,emg_direct_extratrees,504,2.3728301293930807,2.729036053812718,-0.14454055979296815,-0.13956245791917227,-0.019499696423045748,0.5016129032258064,0.2815511586173172,0.4393415364150316,2.729... || L4: arousal,top25_train_entropy,emg_residual_extratrees,504,1.7773458795516062,2.1059375573375134,0.3584719869564105,0.30154190410392706,0.22755931705901028,0.6242434319920186,0.6260659694288013,0.6420186232125041,2.10593... || L5: arousal,top25_train_score_std,stimulus_only,504,1.910426267281106,2.2739644157974346,0.38132695071800077,0.3026940215591803,0.2681335475163034,0.649796195652174,0.6552731306035677,0.6700067934782609,2.2739644157974346... || L6: arousal,top25_train_score_std,emg_direct_extratrees,504,2.1664212624891617,2.4861493951154268,-0.0782175837785601,-0.050642978071443724,-0.014049465483993655,0.49959239130434785,0.39268011489835664,0.4738960597826087,... || L7: arousal,top25_train_score_std,emg_residual_extratrees,504,1.9297072709556102,2.2938378699312683,0.363809844712359,0.36478511376233436,0.25870518260527225,0.635733695652174,0.6399852587230597,0.6970108695652174,2.29383... || L8: valence,top25_train_entropy,stimulus_only,504,1.0589157706093189,1.3230693666365962,0.33188232475446056,0.2667050643714082,0.20255411162781292,0.5037703065166417,0.39683438424913137,0.6852511007270703,1.32306936663659...",9
docs/roca/emg_only_probe_clipped_subset_metrics_current.csv,6282,0.006,,"accuracy,acc,rmse,mae,f1,ccc,pearson,valence,arousal","L1: target,subset,model,n,mae,rmse,pearson,spearman,ccc,balanced_accuracy,macro_f1,auroc,dev_rmse,dev_mae,dev_pearson,dev_spearman,dev_sign_acc,pred_dev_std,lift_vs_stimulus_mae,lift_vs_stimulus_rmse,lift_vs_stimulus_pear... || L2: arousal,top25_train_entropy,stimulus_only,504,1.7458397337429596,2.076382289254385,0.3926516352461903,0.26743437365520734,0.24723293986461373,0.6474393082806784,0.6510972657645144,0.623212504156967,2.076382289254385,1... || L3: arousal,top25_train_entropy,emg_direct_ridge,504,2.3673986669760585,2.723107205732923,0.005618469095267705,-0.027491617647325977,0.0015574496851162567,0.5009810442301297,0.2983716279639228,0.48932490854672434,2.723107... || L4: arousal,top25_train_entropy,emg_residual_ridge,504,1.8005962222365581,2.1398522469971337,0.32565765597993085,0.3026445309779738,0.22318599441034884,0.6326238776188893,0.635076427996782,0.6425174592617227,2.13985224699... || L5: arousal,top25_train_score_std,stimulus_only,504,1.910426267281106,2.2739644157974346,0.38132695071800077,0.3026940215591803,0.2681335475163034,0.649796195652174,0.6552731306035677,0.6700067934782609,2.2739644157974346... || L6: arousal,top25_train_score_std,emg_direct_ridge,504,2.1813409400098696,2.4938154284174674,-0.002591603395484698,-0.06044519982838522,-0.0008408350832627828,0.5026494565217391,0.41097818437719913,0.47673233695652173,2.4... || L7: arousal,top25_train_score_std,emg_residual_ridge,504,1.9515778202788612,2.3274315538517216,0.33671582911364983,0.34082629486247856,0.24612999215994757,0.6470108695652174,0.6520348837209302,0.6842391304347826,2.3274315... || L8: valence,top25_train_entropy,stimulus_only,504,1.0589157706093189,1.3230693666365962,0.33188232475446056,0.2667050643714082,0.20255411162781292,0.5037703065166417,0.39683438424913137,0.6852511007270703,1.32306936663659...",9
docs/roca/idare_subject_calibration_model_family_confirmatory_stats_current_failure_subjects.csv,6248,0.006,,"rmse,valence,arousal,subject","L1: subject_id,candidate_rmse,locked_rmse,improvement_locked_minus_candidate,delta_rmse_candidate_minus_locked,target,k_calibration,model,locked_reference_model,candidate_lift_vs_locked || L2: 42,1.924969453469738,1.747650476074794,-0.17731897739494396,0.17731897739494396,arousal,16,kernel_residual_shrink4,bias_shrink4,-0.17731897739494396 || L3: 2,1.8503983856424104,1.6973522641563938,-0.1530461214860166,0.1530461214860166,arousal,16,kernel_residual_shrink4,bias_shrink4,-0.1530461214860166 || L4: 14,1.0938650659837663,0.9442481138558296,-0.1496169521279367,0.1496169521279367,arousal,16,kernel_residual_shrink4,bias_shrink4,-0.1496169521279367 || L5: 55,1.2153293554116766,1.1074593390120635,-0.10787001639961313,0.10787001639961313,arousal,16,kernel_residual_shrink4,bias_shrink4,-0.10787001639961313 || L6: 40,2.915243494104542,2.820307038214508,-0.09493645589003386,0.09493645589003386,arousal,16,kernel_residual_shrink4,bias_shrink4,-0.09493645589003386 || L7: 20,1.4024263747701915,1.322085278002177,-0.08034109676801449,0.08034109676801449,arousal,16,kernel_residual_shrink4,bias_shrink4,-0.08034109676801449 || L8: 23,1.29384584087447,1.2238602719553209,-0.06998556891914909,0.06998556891914909,arousal,16,kernel_residual_shrink4,bias_shrink4,-0.06998556891914909",9
docs/smoke_and_evaluation_protocol.json,6233,0.0059,loso,"accuracy,acc,f1,subject,fold,test,baseline","L9: ""Run smoke test"", || L19: ""meaning"": ""Checks data, labels, index, shapes, paths, subject grouping, cache availability, and leakage risks."", || L24: ""meaning"": ""Small stabilization run with limited folds/seeds/runs to test execution, diagnostics, and plausibility."", || L34: ""meaning"": ""Larger controlled run with fixed protocol, more folds/seeds/recipes, or full LOSO if declared."", || L38: ""level"": ""final_LOSO"", || L39: ""meaning"": ""Full leave-one-subject-out or final protocol-level evaluation explicitly declared and documented."", || L46: ""Input shapes, dtypes, labels, and subject splits are sane."", || L48: ""No subject leakage is detected."",",9
docs/idare_supcon_dg_pair_sampler_failure_candidate_deltas.csv,6205,0.0059,cross-subject,"acc,f1,valence,arousal,subject,fold,baseline","L1: candidate_id,modality,task,n_runs,mean_macro_f1,std_macro_f1,mean_bal_acc,mean_acc,folds_over_055_macro_f1,folds_under_050_macro_f1,mean_pos_cov,baseline_macro_f1,baseline_bal_acc,vrex_macro_f1,vrex_bal_acc,delta_vs_A... || L2: A5_cross_subject_supcon_vrex,EMG,arousal,6,0.5196834257783716,0.030968766943872933,0.5236952485292877,0.5306344696969697,1,1,1.0,0.5035646183275787,0.5087416697547914,0.5163914725355866,0.5203793997616545,0.0161188074... || L3: A4_rating_distance_guarded_supcon,EEG,arousal,6,0.5303745146178792,0.024033620711363654,0.5322516749884922,0.5342329545454546,1,1,1.0,0.5154012214815265,0.5193954079780911,0.5108710069454573,0.5133614073038123,0.01497... || L4: A2_cross_subject_positive_only,EEG,arousal,6,0.528470988168258,0.01540175375044176,0.5305265278260314,0.5322916666666667,1,0,1.0,0.5154012214815265,0.5193954079780911,0.5108710069454573,0.5133614073038123,0.0130697666... || L5: A6_vrex_only_recheck,EMG,arousal,6,0.5163914725355866,0.030702181564858745,0.5203793997616545,0.5263257575757575,1,2,0.0,0.5035646183275787,0.5087416697547914,0.5163914725355866,0.5203793997616545,0.012826854208007887... || L6: A5_cross_subject_supcon_vrex,EEG,arousal,6,0.5236424381262472,0.019553786262169245,0.525737396868546,0.5267045454545455,0,1,1.0,0.5154012214815265,0.5193954079780911,0.5108710069454573,0.5133614073038123,0.00824121664... || L7: A2_cross_subject_positive_only,EMG,arousal,6,0.5089919187982731,0.04008319708127985,0.514596370747667,0.5183238636363636,1,3,1.0,0.5035646183275787,0.5087416697547914,0.5163914725355866,0.5203793997616545,0.0054273004... || L8: A5_cross_subject_supcon_vrex,EMG,valence,6,0.4949631408864101,0.026271173085810062,0.5020070414922281,0.5145359848484848,0,3,1.0,0.49336780365431077,0.5012775879081236,0.48225347106687994,0.49535183590462645,0.0015953...",9
docs/roca/emg_augmented_probe_main_metrics_current.csv,5618,0.0054,,"accuracy,acc,rmse,mae,f1,ccc,pearson,valence,arousal","L1: target,model,n,mae,rmse,pearson,spearman,ccc,balanced_accuracy,macro_f1,auroc,dev_rmse,dev_mae,dev_pearson,dev_spearman,dev_sign_acc,pred_dev_std,lift_vs_stimulus_mae,lift_vs_stimulus_rmse,lift_vs_stimulus_pearson,lif... || L2: arousal,stimulus_only,2016,1.5799251152073732,1.9442049821165959,0.6343754946304894,0.5984999661777204,0.5793812998802726,0.7686230248306998,0.7739110736354597,0.816073636699185,1.9442049821165959,1.5799251152073732,,... || L3: arousal,emg_expanded_ridge_residual_noaug,2016,1.635928412461511,2.0254897136371697,0.6013448272687199,0.5855364332444125,0.5659673699527366,0.766020680749554,0.7668599117418016,0.811623036878589,2.0254897136371697,1.... || L4: arousal,emg_expanded_ridge_residual_aug,2016,1.6587300468580095,2.053242736968759,0.5913459758246864,0.5785351225657025,0.5605357131585395,0.7597234680834984,0.7600881835182371,0.8089516912498371,2.053242736968759,1.6... || L5: arousal,emg_expanded_extratrees_residual_noaug,2016,1.599583502074693,1.9707517372415806,0.62227328181297,0.6003116274587472,0.5722462441250462,0.7692029664093895,0.7727571563105244,0.8175752418066139,1.97075173724158... || L6: arousal,emg_expanded_extratrees_residual_aug,2016,1.601217785518697,1.970173266284092,0.6224947632882457,0.6001956950646631,0.5720873906246107,0.7692276098192488,0.7730592336857834,0.81867379025501,1.970173266284092,1... || L7: valence,stimulus_only,2016,1.02206541218638,1.257773694673858,0.8663072234664694,0.8413570547514742,0.8580903005604849,0.8795593635250918,0.8658039779535107,0.943285935194,1.257773694673858,1.02206541218638,,,0.0,0.0,... || L8: valence,emg_expanded_ridge_residual_noaug,2016,1.0513513964103254,1.312637283623365,0.8538225176901193,0.8418506756975098,0.8471252226210053,0.8749444671109298,0.8608695652173913,0.9417753398713551,1.312637283623365,1...",9
docs/smoke_and_evaluation_protocol.md,5615,0.0054,loso,"accuracy,acc,f1,subject,fold,test,baseline","L13: 3. Run smoke test || L24: | audit | Checks data, labels, index, shapes, paths, subject grouping, cache availability, and leakage risks. | The data/protocol path is usable or not usable yet. | || L25: | smoke | Small stabilization run with limited folds/seeds/runs to test execution, diagnostics, and plausibility. | The pipeline is healthy enough for comparison or broader evaluation, or it needs fixing. | || L27: | broader_full_evaluation | Larger controlled run with fixed protocol, more folds/seeds/recipes, or full LOSO if declared. | A stronger empirical claim, still bounded by the declared protocol. | || L28: | final_LOSO | Full leave-one-subject-out or final protocol-level evaluation explicitly declared and documented. | Final paper-level claim for that protocol. | || L34: - Input shapes, dtypes, labels, and subject splits are sane. || L36: - No subject leakage is detected. || L37: - Majority baseline is recorded.",9
docs/idare_arousal_baseline_corrected_recipe_compare_4fold_smoke.md,5554,0.0053,loso,"accuracy,acc,f1,arousal,fold,validation,baseline",L9: - cache_npy: `.cache/idare_eeg_windows_32x640_float32_baseline_corrected.npy` || L10: - cache_index: `.cache/idare_eeg_cache_index_baseline_corrected.csv` || L15: - tasks: `arousal` || L23: | Task | Policy | Recipe | Runs | Final macro F1 | Final bal acc | Final acc | Best macro F1 | One-class final runs | Majority acc | || L25: | arousal | midpoint_as_high | balanced_sampler_ce | 4 | 0.4958 | 0.5339 | 0.5185 | 0.4958 | 0 | 0.5798 | || L26: | arousal | midpoint_as_high | ce_class_weighted | 4 | 0.4882 | 0.5295 | 0.5311 | 0.5177 | 0 | 0.5798 | || L30: | Task | Policy | Recipe | Runs | Threshold macro F1 | Threshold bal acc | Mean threshold | Macro F1 gain | Bal acc gain | Threshold one-class runs | || L32: | arousal | midpoint_as_high | balanced_sampler_ce | 4 | 0.5321 | 0.5390 | 0.5000 | 0.0363 | 0.0051 | 0 |,9
docs/idare_arousal_baseline_corrected_discard_midpoint_sanity_smoke.md,5542,0.0053,loso,"accuracy,acc,f1,arousal,fold,validation,baseline",L9: - cache_npy: `.cache/idare_eeg_windows_32x640_float32_baseline_corrected.npy` || L10: - cache_index: `.cache/idare_eeg_cache_index_baseline_corrected.csv` || L15: - tasks: `arousal` || L23: | Task | Policy | Recipe | Runs | Final macro F1 | Final bal acc | Final acc | Best macro F1 | One-class final runs | Majority acc | || L25: | arousal | discard_midpoint | balanced_sampler_ce | 4 | 0.4546 | 0.5196 | 0.4720 | 0.5162 | 0 | 0.6255 | || L26: | arousal | discard_midpoint | ce_class_weighted | 4 | 0.4839 | 0.5009 | 0.5062 | 0.4839 | 0 | 0.6255 | || L30: | Task | Policy | Recipe | Runs | Threshold macro F1 | Threshold bal acc | Mean threshold | Macro F1 gain | Bal acc gain | Threshold one-class runs | || L32: | arousal | discard_midpoint | balanced_sampler_ce | 4 | 0.5295 | 0.5411 | 0.5875 | 0.0749 | 0.0215 | 0 |,9
docs/roca/emg_expanded_probe_main_metrics_current.csv,5512,0.0053,,"accuracy,acc,rmse,mae,f1,ccc,pearson,valence,arousal","L1: target,model,n,mae,rmse,pearson,spearman,ccc,balanced_accuracy,macro_f1,auroc,dev_rmse,dev_mae,dev_pearson,dev_spearman,dev_sign_acc,pred_dev_std,lift_vs_stimulus_mae,lift_vs_stimulus_rmse,lift_vs_stimulus_pearson,lif... || L2: arousal,stimulus_only,2016,1.5799251152073732,1.9442049821165959,0.6343754946304894,0.5984999661777204,0.5793812998802726,0.7686230248306998,0.7739110736354597,0.816073636699185,1.9442049821165959,1.5799251152073732,,... || L3: arousal,emg_expanded_ridge_direct,2016,2.2302396563288656,2.599870490422729,0.04866319031043862,0.05169060702950299,0.027942784583650872,0.5222809283008205,0.5062023641034132,0.5290474610168637,2.599870490422729,2.230... || L4: arousal,emg_expanded_ridge_residual,2016,1.635928412461511,2.0254897136371697,0.6013448272687199,0.5855364332444125,0.5659673699527366,0.766020680749554,0.7668599117418016,0.811623036878589,2.0254897136371697,1.635928... || L5: arousal,emg_expanded_extratrees_direct,2016,2.204839035840093,2.5514072674681345,-0.031757767975290535,-0.025407286234024832,-0.008881795209723996,0.5062117821785431,0.4399779657682471,0.4920149875742451,2.55140726746... || L6: arousal,emg_expanded_extratrees_residual,2016,1.6009714293256567,1.9721542819077305,0.6216233297410015,0.5989993379025338,0.5717185704716419,0.7696038325431014,0.7735335335335335,0.8169914668086127,1.9721542819077305,... || L7: valence,stimulus_only,2016,1.02206541218638,1.257773694673858,0.8663072234664694,0.8413570547514742,0.8580903005604849,0.8795593635250918,0.8658039779535107,0.943285935194,1.257773694673858,1.02206541218638,,,0.0,0.0,... || L8: valence,emg_expanded_ridge_direct,2016,2.1897803094822987,2.6221548766458773,-0.009542012057891248,0.00785739104674256,-0.004974292607650421,0.5064916813998821,0.5063241169132624,0.4965189315522513,2.6221548766458773,...",9
docs/roca/idare_failure_subject_physiology_rescue_audit_current.json,5478,0.0052,representation,"rmse,pearson,loss,valence,arousal,subject,test","L3: ""bridge_subject_stats"": ""/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/idare_high_disagreement_personalization_bridge_current_subject_stats.csv"", || L5: ""failure_subjects"": ""/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/idare_subject_calibration_model_family_confirmatory_stats_current_failure_subjects.csv"" || L8: ""practical_rmse_lift"": 0.02, || L16: ""target"": ""arousal"", || L17: ""decision"": ""NO_GO_FAILURE_SUBJECT_PHYSIOLOGY_RESCUE"", || L22: ""failure_subjects"": 16, || L23: ""locked_failure_rmse"": 2.4305203050167536, || L24: ""candidate_failure_rmse"": 2.4554745005507805,",9
docs/roca/eeg_smoke_diagnostic_current.md,5468,0.0052,loso,"rmse,pearson,loss,arousal,subject,fold,test",L7: | experiment | target | model | aggregate_rmse | stimulus_rmse | aggregate_lift_vs_stimulus_rmse | aggregate_dev_pearson | subject_centered_dev_pearson | macro_mean_fold_dev_pearson | positive_fold_dev_pearson_count |... || L9: | 05b_residual_smoke | arousal | eeg_bc_residual_huber_smoke | 2.4794 | 2.3830 | -0.0964 | -0.0796 | 0.0330 | 0.0847 | 3 | 3 | 0.2117 | 2.2785 | 0.0929 | collapsed_or_under_scaled | || L10: | 05c_stabilized_residual_smoke | arousal | eeg_bc_residual_huber_norm_stabilized_smoke | 2.4436 | 2.3830 | -0.0606 | 0.0467 | 0.0655 | 0.0817 | 3 | 3 | 0.2714 | 2.2785 | 0.1191 | collapsed_or_under_scaled | || L11: | 05d_multitask_highlow_smoke | arousal | eeg_bc_residual_huber_norm_multitask_smoke | 2.4861 | 2.3830 | -0.1031 | -0.2625 | 0.2066 | 0.1701 | 5 | 1 | 0.2821 | 2.2785 | 0.1238 | ranking_signal_but_calibration_problem | || L14: ## Fold-level diagnostics || L16: | experiment | test_subject | model | rmse | stimulus_rmse | lift_vs_stimulus_rmse | dev_pearson | true_dev_mean | pred_dev_mean | dev_mean_bias_pred_minus_true | true_dev_std | pred_dev_std | std_ratio_pred_over_true | || L40: - `aggregate_dev_pearson` is computed after pooling all smoke subjects. || L41: - `macro_mean_fold_dev_pearson` averages per-subject correlations.,9
docs/roca/joint_valence_arousal_oracle_subject_macro_pooled_metrics_current.csv,4923,0.0047,,"accuracy,acc,rmse,mae,f1,pearson,valence,arousal,subject","L1: scope,model_group,task,n,subjects,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,mcc,cohen_kappa,auroc,average_precision,true_high_rate,pred_high_rate,majority_class_accuracy,accuracy_lif... || L2: pooled_trial,eeg_gaussian10_oracle,valence_high_low,2016,63,0.8660714285714286,0.8798676277256448,0.8727627709265255,0.8798676277256448,0.8658272654220258,0.8666960319768773,0.752596862858987,0.7348182575525057,0.9521... || L3: pooled_trial,eeg_gaussian10_oracle,arousal_high_low,2016,63,0.8040674603174603,0.7775603681396854,0.7827238974148434,0.7775603681396854,0.7799836269712356,0.803164767913179,0.5602604717391745,0.5600432266148654,0.8551... || L4: pooled_trial,eeg_gaussian10_oracle,joint_4class_valence_arousal,2016,63,0.6879960317460317,0.6444208289957681,0.6729357725090807,0.6444208289957681,0.6423615370447052,0.6737165041364982,0.5743864434828987,0.5604690265... || L5: pooled_trial,stimulus_only,valence_high_low,2016,63,0.8660714285714286,0.8795593635250918,0.8722689075630252,0.8795593635250918,0.8658039779535107,0.8667133100544315,0.7517929225918613,0.7346600331674958,0.94328593519... || L6: pooled_trial,stimulus_only,arousal_high_low,2016,63,0.8010912698412699,0.7686230248306998,0.7808802308802308,0.7686230248306998,0.7739110736354597,0.798874858991869,0.5493665342344506,0.5482326432896776,0.816073636699... || L7: pooled_trial,stimulus_only,joint_4class_valence_arousal,2016,63,0.6840277777777778,0.6309468121445123,0.6693924792139078,0.6309468121445123,0.6321081001359824,0.6696179918847066,0.5672305008791814,0.5531490453120547,,...",9
docs/roca/joint_valence_arousal_subject_macro_pooled_metrics_current.csv,4917,0.0047,,"accuracy,acc,rmse,mae,f1,pearson,valence,arousal,subject","L1: scope,model_group,task,n,subjects,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,mcc,cohen_kappa,auroc,average_precision,true_high_rate,pred_high_rate,majority_class_accuracy,accuracy_lif... || L2: pooled_trial,eeg_gaussian10,valence_high_low,2016,63,0.8635912698412699,0.8774060474182873,0.8703966621846081,0.8774060474182873,0.8633483451321915,0.8642228740848736,0.7477698583174359,0.7299477431347106,0.9473744654... || L3: pooled_trial,eeg_gaussian10,arousal_high_low,2016,63,0.7971230158730159,0.7673711396098455,0.7753817413905133,0.7673711396098455,0.7709914886703078,0.7956264966940062,0.5426937627182583,0.5421763812265132,0.8118634470... || L4: pooled_trial,eeg_gaussian10,joint_4class_valence_arousal,2016,63,0.6795634920634921,0.6284785223803018,0.6580907267454014,0.6284785223803018,0.6267300516760395,0.6650275597594151,0.5617416027440932,0.5478872828717789,... || L5: pooled_trial,stimulus_only,valence_high_low,2016,63,0.8660714285714286,0.8795593635250918,0.8722689075630252,0.8795593635250918,0.8658039779535107,0.8667133100544315,0.7517929225918613,0.7346600331674958,0.94328593519... || L6: pooled_trial,stimulus_only,arousal_high_low,2016,63,0.8010912698412699,0.7686230248306998,0.7808802308802308,0.7686230248306998,0.7739110736354597,0.798874858991869,0.5493665342344506,0.5482326432896776,0.816073636699... || L7: pooled_trial,stimulus_only,joint_4class_valence_arousal,2016,63,0.6840277777777778,0.6309468121445123,0.6693924792139078,0.6309468121445123,0.6321081001359824,0.6696179918847066,0.5672305008791814,0.5531490453120547,,...",9
docs/idare_eeg_stim_bsl_only_valence_standardized_smoke.md,4050,0.0039,loso,"accuracy,acc,f1,valence,fold,validation,baseline",L9: - cache_npy: `.cache/idare_eeg_windows_32x640_float32_baseline_corrected.npy` || L10: - cache_index: `.cache/idare_eeg_cache_index_baseline_corrected.csv` || L15: - tasks: `valence` || L23: | Task | Policy | Recipe | Runs | Final macro F1 | Final bal acc | Final acc | Best macro F1 | One-class final runs | Majority acc | || L25: | valence | midpoint_as_high | balanced_sampler_ce | 2 | 0.4931 | 0.5129 | 0.5114 | 0.5265 | 0 | 0.5753 | || L26: | valence | midpoint_as_high | ce_class_weighted | 2 | 0.5112 | 0.5205 | 0.5511 | 0.5289 | 0 | 0.5753 | || L30: | Task | Policy | Recipe | Runs | Threshold macro F1 | Threshold bal acc | Mean threshold | Macro F1 gain | Bal acc gain | Threshold one-class runs | || L32: | valence | midpoint_as_high | balanced_sampler_ce | 2 | 0.5038 | 0.5080 | 0.3500 | 0.0107 | -0.0049 | 0 |,9
docs/idare_eeg_stim_bsl_only_arousal_standardized_smoke.md,4048,0.0039,loso,"accuracy,acc,f1,arousal,fold,validation,baseline",L9: - cache_npy: `.cache/idare_eeg_windows_32x640_float32_baseline_corrected.npy` || L10: - cache_index: `.cache/idare_eeg_cache_index_baseline_corrected.csv` || L15: - tasks: `arousal` || L23: | Task | Policy | Recipe | Runs | Final macro F1 | Final bal acc | Final acc | Best macro F1 | One-class final runs | Majority acc | || L25: | arousal | midpoint_as_high | balanced_sampler_ce | 2 | 0.4940 | 0.5035 | 0.4972 | 0.5324 | 0 | 0.5625 | || L26: | arousal | midpoint_as_high | ce_class_weighted | 2 | 0.5307 | 0.5323 | 0.5455 | 0.5580 | 0 | 0.5625 | || L30: | Task | Policy | Recipe | Runs | Threshold macro F1 | Threshold bal acc | Mean threshold | Macro F1 gain | Bal acc gain | Threshold one-class runs | || L32: | arousal | midpoint_as_high | balanced_sampler_ce | 2 | 0.5049 | 0.5077 | 0.7000 | 0.0109 | 0.0042 | 0 |,9
docs/idare_arousal_baseline_corrected_recipe_compare_smoke.md,4044,0.0039,loso,"accuracy,acc,f1,arousal,fold,validation,baseline",L9: - cache_npy: `.cache/idare_eeg_windows_32x640_float32_baseline_corrected.npy` || L10: - cache_index: `.cache/idare_eeg_cache_index_baseline_corrected.csv` || L15: - tasks: `arousal` || L23: | Task | Policy | Recipe | Runs | Final macro F1 | Final bal acc | Final acc | Best macro F1 | One-class final runs | Majority acc | || L25: | arousal | midpoint_as_high | balanced_sampler_ce | 2 | 0.4779 | 0.5346 | 0.4915 | 0.4779 | 0 | 0.6080 | || L26: | arousal | midpoint_as_high | ce_class_weighted | 2 | 0.4972 | 0.5236 | 0.5327 | 0.5144 | 0 | 0.6080 | || L30: | Task | Policy | Recipe | Runs | Threshold macro F1 | Threshold bal acc | Mean threshold | Macro F1 gain | Bal acc gain | Threshold one-class runs | || L32: | arousal | midpoint_as_high | balanced_sampler_ce | 2 | 0.5279 | 0.5283 | 0.5750 | 0.0501 | -0.0063 | 0 |,9
docs/roca/emg_only_probe_clipped_eval_current.md,4011,0.0038,,"accuracy,acc,rmse,mae,f1,pearson,valence,arousal,fold",L7: | target | model | n | mae | rmse | pearson | balanced_accuracy | macro_f1 | auroc | dev_rmse | dev_pearson | dev_sign_acc | pred_dev_std | lift_vs_stimulus_rmse | lift_vs_stimulus_balanced_accuracy | lift_vs_stimulus... || L9: | arousal | stimulus_only | 2016 | 1.5799 | 1.9442 | 0.6344 | 0.7686 | 0.7739 | 0.8161 | 1.9442 |  | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 |  | || L10: | arousal | emg_direct_ridge | 2016 | 2.2111 | 2.5581 | -0.0039 | 0.4992 | 0.4149 | 0.4859 | 2.5581 | 0.0158 | 0.4281 | 1.6934 | -0.6139 | -0.2694 | -0.3302 | -0.6139 |  | || L11: | arousal | emg_residual_ridge | 2016 | 1.6142 | 1.9916 | 0.6128 | 0.7649 | 0.7692 | 0.8093 | 1.9916 | -0.0490 | 0.4940 | 0.3455 | -0.0474 | -0.0038 | -0.0068 | -0.0474 |  | || L12: | valence | stimulus_only | 2016 | 1.0221 | 1.2578 | 0.8663 | 0.8796 | 0.8658 | 0.9433 | 1.2578 |  | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 |  | || L13: | valence | emg_direct_ridge | 2016 | 2.1212 | 2.5435 | 0.0001 | 0.4916 | 0.4555 | 0.4836 | 2.5435 | 0.0120 | 0.5109 | 2.2258 | -1.2857 | -0.3879 | -0.4597 | -1.2857 |  | || L14: | valence | emg_residual_ridge | 2016 | 1.0218 | 1.2610 | 0.8656 | 0.8796 | 0.8658 | 0.9475 | 1.2610 | 0.0336 | 0.5030 | 0.1423 | -0.0033 | 0.0000 | 0.0042 | -0.0033 |  | || L17: ## Fold-safe hard subset clipped metrics,9
docs/idare_valence_lr1e4_boundary_bias_smoke.md,3997,0.0038,loso,"accuracy,acc,f1,valence,fold,validation,baseline",L15: - tasks: `valence` || L23: | Task | Policy | Recipe | Runs | Final macro F1 | Final bal acc | Final acc | Best macro F1 | One-class final runs | Majority acc | || L25: | valence | midpoint_as_high | balanced_sampler_ce | 2 | 0.3502 | 0.5042 | 0.4219 | 0.3919 | 0 | 0.5994 | || L26: | valence | midpoint_as_high | ce_class_weighted | 2 | 0.3958 | 0.4875 | 0.4759 | 0.3958 | 0 | 0.5994 | || L30: | Task | Policy | Recipe | Runs | Threshold macro F1 | Threshold bal acc | Mean threshold | Macro F1 gain | Bal acc gain | Threshold one-class runs | || L32: | valence | midpoint_as_high | balanced_sampler_ce | 2 | 0.4648 | 0.5093 | 0.4500 | 0.1146 | 0.0050 | 0 | || L33: | valence | midpoint_as_high | ce_class_weighted | 2 | 0.4253 | 0.4904 | 0.4750 | 0.0295 | 0.0029 | 0 | || L37: | Run | Task | Recipe | Fold | Seed | Train n | Val n | Macro F1 | Bal acc | Acc | Pred 0 | Pred 1 | TN | FP | FN | TP | One-class | Majority acc |,9
docs/idare_valence_train_val_probability_shift_smoke.md,3993,0.0038,loso,"accuracy,acc,f1,valence,fold,validation,baseline",L15: - tasks: `valence` || L23: | Task | Policy | Recipe | Runs | Final macro F1 | Final bal acc | Final acc | Best macro F1 | One-class final runs | Majority acc | || L25: | valence | midpoint_as_high | balanced_sampler_ce | 2 | 0.4404 | 0.5040 | 0.5739 | 0.4404 | 0 | 0.5994 | || L26: | valence | midpoint_as_high | ce_class_weighted | 2 | 0.4142 | 0.5090 | 0.5298 | 0.4142 | 0 | 0.5994 | || L30: | Task | Policy | Recipe | Runs | Threshold macro F1 | Threshold bal acc | Mean threshold | Macro F1 gain | Bal acc gain | Threshold one-class runs | || L32: | valence | midpoint_as_high | balanced_sampler_ce | 2 | 0.4404 | 0.5040 | 0.5000 | 0.0000 | 0.0000 | 0 | || L33: | valence | midpoint_as_high | ce_class_weighted | 2 | 0.4142 | 0.5090 | 0.5000 | 0.0000 | 0.0000 | 0 | || L37: | Run | Task | Recipe | Fold | Seed | Train n | Val n | Macro F1 | Bal acc | Acc | Pred 0 | Pred 1 | TN | FP | FN | TP | One-class | Majority acc |,9
